alpha_score,composite_score,computed_at,dii_1yr,dii_quarter,ev_ebitda,ev_sales,fii_1yr,fii_quarter,final_score,future_pe,future_peg,future_return,g_score,growth_score,index_group,irs_pct,irs_raw,loss_profit_qoq,loss_profit_ttm,loss_profit_yoy,market,market_cap_b,net_profit_ttm_1yr_growth,net_profit_yoy_growth,pb_ratio,pe_ratio,qoq_profit_growth,qoq_sales_growth,qtr_beta,qtr_std,rebalance_date,return_1yr,return_2yr,return_3m,return_6m,return_score,revenue_b,risk_eff_score,risk_score,sales_ttm_1yr_growth,sales_yoy_growth,sector,stocks_list,strategy_stocks,sub_sector,ticker,ttm_peg,ttm_revenue_b,valuation_score,yr_beta,yr_std
,-2.0,2026-06-10T03:00:34.196668+00:00,,,19.57,4.89,,,,28.32,4.88,,-5.5,-2.5,SP500,53.75,1.5,True,False,False,US,,5.8,11.3,3.43,26.77,-15.9,-9.9,1.0927,35.42,,21.12,-13.55,-4.11,-16.59,-2.0,,7.0,3.5,3.9,6.2,Healthcare,,,Diagnostics & Research,TMO,4.62,,-1.0,0.9594,30.91
,-2.0,2026-06-10T03:00:34.196798+00:00,,,9.54,3.57,,,,19.65,-6.34,,-1.0,-1.5,SP500,42.5,-3.0,False,True,True,US,,-3.1,-12.0,3.53,20.28,19.1,-5.0,-0.5504,27.06,,-19.67,15.44,,-8.09,-1.5,,-2.0,-1.0,8.5,10.6,Communication Services,,,Telecom Services,TMUS,-6.54,,2.0,-0.3193,24.76
,-5.5,2026-06-10T03:00:34.19692+00:00,,,39.77,32.72,,,,58.19,9.7,,-3.5,0,SP500,31.25,-7.5,False,False,False,US,,6.0,18.3,17.79,54.9,15.9,11.9,0.1655,49.67,,1.09,101.17,-24.43,41.18,0.5,,-4.0,-2.0,13.1,20.8,Energy,,,Oil & Gas E&P,TPL,9.15,,-4.0,0.4555,45.75
,4.0,2026-06-10T03:00:34.19704+00:00,,,16.36,4.11,,,,9.54,-0.12,,4.0,0.5,SP500,60.0,4.0,True,True,False,US,,-77.5,73.7,43.1,42.39,-38.7,-23.2,1.8007,43.35,,88.04,264.74,-6.8,30.5,2.5,,0.0,0,5.1,21.2,Consumer Cyclical,,,Luxury Goods,TPR,-0.55,,1.0,1.5504,40.67
,4.0,2026-06-10T03:00:34.19716+00:00,,,14.46,4.55,,,,39.49,0.85,,4.5,0,SP500,58.75,3.5,True,False,False,US,,46.6,142.9,18.34,26.94,-12.0,1.0,-0.3569,26.92,,69.17,138.38,9.95,49.85,3.5,,-1.0,-0.5,3.9,-10.2,Energy,,,Oil & Gas Midstream,TRGP,0.58,,1.0,0.0821,27.59
,-1.0,2026-06-10T03:00:34.197266+00:00,,,16.13,3.79,,,,8.11,-0.11,,-2.0,-1.0,SP500,50.0,0.0,True,True,False,US,,-71.8,55.6,2.22,28.75,-36.8,-3.1,0.9701,31.53,,-23.36,-1.4,-19.72,-32.75,-3.5,,2.0,1.0,-2.6,11.8,Technology,,,Scientific & Technical Instruments,TRMB,-0.4,,2.5,1.4019,28.35
,-2.0,2026-06-10T03:00:34.197406+00:00,,,6.83,2.7,,,,11.14,-18.57,,-3.0,-3.0,SP500,47.5,-1.0,False,True,False,US,,-0.6,3.7,2.06,11.21,11.9,-4.0,0.7702,19.57,,15.72,-0.77,10.72,4.72,0,,2.0,1.0,3.1,5.3,Financial Services,,,Asset Management,TROW,-18.68,,0,1.1107,23.77
,1.0,2026-06-10T03:00:34.197512+00:00,,,6.12,1.32,,,,11.26,0.44,,2.0,0.5,SP500,50.0,0.0,True,False,False,US,,25.8,357.6,1.96,8.95,-31.5,-4.1,0.2094,17.04,,8.95,44.84,-4.92,2.08,0.5,,-2.0,-1.0,5.2,1.0,Financial Services,,,Insurance - Property & Casualty,TRV,0.35,,1.0,0.1917,18.36
,-3.0,2026-06-10T03:00:34.197607+00:00,,,11.6,1.45,,,,15.0,-30.0,,-5.0,-3.0,SP500,47.5,-1.0,True,True,True,US,,-0.5,-8.1,6.4,15.08,-27.7,-7.9,0.8153,39.87,,,-42.07,-39.51,-40.8,-3.0,,4.0,2.0,4.3,3.6,Consumer Cyclical,,,Specialty Retail,TSCO,-30.16,,1.0,0.4754,30.57
,-4.5,2026-06-10T03:00:34.1977+00:00,,,147.13,16.68,,,,213.82,-4.57,,-2.5,-2.5,SP500,33.75,-6.5,True,True,False,US,,-46.8,8.3,20.19,401.91,-43.2,-10.1,1.7878,40.27,,23.34,150.92,9.62,2.78,2.0,,-4.0,-2.0,-2.9,15.8,Consumer Cyclical,,,Auto Manufacturers,TSLA,-8.59,,-2.0,2.075,46.39
,-0.5,2026-06-10T03:00:34.197816+00:00,,,10.89,0.53,,,,30.84,-0.76,,-0.5,-1.0,SP500,48.75,-0.5,False,True,False,US,,-40.8,3602.2,1.21,52.1,205.9,-4.6,0.0029,29.5,,14.39,15.56,,7.21,0,,0.0,0,2.1,4.4,Consumer Defensive,,,Farm Products,TSN,-1.28,,0.5,0.1883,23.79
,-5.5,2026-06-10T03:00:34.197977+00:00,,,12.62,3.02,,,,28.4,2.22,,-4.0,0,SP500,32.5,-7.0,True,False,True,US,,12.8,-20.0,4.05,25.18,-78.6,-18.7,0.1325,66.26,,-71.75,-77.84,-13.03,-46.56,-4.0,,-3.0,-1.5,18.5,11.8,Communication Services,,,Advertising Agencies,TTD,1.97,,0,0.8142,63.22
,-4.0,2026-06-10T03:00:34.198069+00:00,,,52.53,6.22,,,,,,,-5.5,-0.5,SP500,43.75,-2.5,True,True,False,US,,-93.3,,11.54,,-36.0,-1.1,0.5011,30.64,,-3.34,36.44,1.87,-12.62,-1.0,,3.0,1.5,18.2,6.1,Communication Services,,,Electronic Gaming & Multimedia,TTWO,,,-4.0,0.7488,29.1
,1.5,2026-06-10T03:00:34.198162+00:00,,,34.22,16.08,,,,56.37,13.42,,-0.5,0,SP500,58.75,3.5,False,False,False,US,,4.2,31.3,17.14,54.1,32.8,9.1,1.3235,50.74,,75.58,71.54,51.35,90.07,3.5,,4.0,2.0,13.0,18.6,Technology,,,Semiconductors,TXN,12.88,,-4.0,0.9922,38.77
,2.5,2026-06-10T03:00:34.198254+00:00,,,11.1,1.23,,,,19.69,1.67,,0.5,-0.5,SP500,61.25,4.5,True,False,False,US,,11.8,10.6,2.0,17.61,-6.4,-11.5,1.1254,28.59,,24.33,7.04,-8.68,12.15,0,,4.0,2.0,8.0,11.8,Industrials,,,Aerospace & Defense,TXT,1.49,,1.0,0.8296,25.2
,-7.0,2026-06-10T03:00:34.198376+00:00,,,27.74,5.29,,,,50.24,2.51,,-8.0,-0.5,SP500,35.0,-6.0,False,False,False,US,,20.0,2.2,3.65,41.87,23.9,6.7,-0.4224,33.6,,-46.47,-35.62,-13.7,-34.26,-4.0,,2.0,1.0,9.1,8.6,Technology,,,Software - Application,TYL,2.09,,-3.5,0.3349,35.59
,-3.5,2026-06-10T03:00:34.198474+00:00,,,6.87,0.9,,,,10.96,1.69,,0.5,-1.0,SP500,31.25,-7.5,True,False,False,US,,6.5,84.5,2.35,10.29,-33.0,-5.1,2.6095,58.68,,46.44,121.99,11.48,13.79,2.5,,-8.0,-4.0,3.5,10.6,Industrials,,,Airlines,UAL,1.58,,-1.0,2.4796,49.27
,0.0,2026-06-10T03:00:34.198592+00:00,,,21.62,2.83,,,,17.9,8.95,,-3.5,-0.5,SP500,58.75,3.5,True,False,True,US,,2.0,-84.6,5.42,17.55,-11.1,-8.1,1.0655,34.1,,-15.87,9.23,-6.62,-18.08,-3.0,,7.0,3.5,18.3,14.5,Technology,,,Software - Application,UBER,8.78,,0,1.0279,32.23
,0.0,2026-06-10T03:00:34.198686+00:00,,,18.18,10.76,,,,108.65,0.34,,1.0,1.0,SP500,47.5,-1.0,True,False,False,US,,321.6,151.6,3.83,25.77,-14.8,-1.7,0.4406,19.54,,-3.94,10.08,2.42,7.53,-0.5,,-2.0,-1.0,2.4,4.2,Real Estate,,,REIT - Residential,UDR,0.08,,0.5,0.3392,19.25
,-1.5,2026-06-10T03:00:34.198786+00:00,,,5.33,0.8,,,,8.4,0.28,,-2.5,0.5,SP500,48.75,-0.5,True,False,False,US,,30.4,17.7,1.22,6.44,-21.8,0.2,0.4946,30.67,,-21.11,-16.04,-27.27,-37.24,-4.0,,2.0,1.0,9.7,9.6,Healthcare,,,Medical Care Facilities,UHS,0.21,,1.0,0.4414,31.79
,3.5,2026-06-10T03:00:34.198918+00:00,,,13.33,1.97,,,,19.49,-4.87,,0.5,-1.0,SP500,66.25,6.5,False,True,True,US,,-4.0,-5.4,8.19,20.3,54.5,36.4,0.9199,39.78,,23.32,37.5,-23.17,-5.02,-0.5,,6.0,3.0,9.7,11.8,Consumer Cyclical,,,Specialty Retail,ULTA,-5.08,,2.0,0.6294,34.84
,2.0,2026-06-10T03:00:34.199018+00:00,,,18.71,0.89,,,,24.18,-1.48,,-0.5,-2.5,SP500,61.25,4.5,False,True,False,US,,-16.3,0.7,3.55,28.89,500.0,-1.3,0.531,33.2,,31.91,-17.56,30.71,20.08,1.0,,5.0,2.5,11.8,2.0,Healthcare,,,Healthcare Plans,UNH,-1.77,,1.0,0.6687,40.03
,-3.5,2026-06-10T03:00:34.199109+00:00,,,15.02,7.65,,,,23.25,4.01,,-3.0,-3.0,SP500,40.0,-4.0,True,False,False,US,,5.8,6.2,8.58,21.98,-8.0,2.2,0.4383,26.93,,22.82,23.71,,16.69,1.0,,-1.0,-0.5,1.1,3.2,Industrials,,,Railroads,UNP,3.79,,-1.0,0.467,21.36
,0.0,2026-06-10T03:00:34.199199+00:00,,,9.6,1.29,,,,16.29,-4.52,,-2.5,-4.0,SP500,56.25,2.5,True,True,True,US,,-3.6,-27.2,5.58,16.9,-51.8,-13.4,1.0854,34.39,,16.21,-10.35,-5.2,15.5,-0.5,,5.0,2.5,-2.6,-1.6,Industrials,,,Integrated Freight & Logistics,UPS,-4.69,,2.0,0.8321,29.21
,1.0,2026-06-10T03:00:34.199288+00:00,,,16.89,4.69,,,,24.47,-7.89,,1.0,-2.5,SP500,52.5,1.0,True,True,False,US,,-3.1,6.6,6.95,25.25,-18.7,-5.3,0.985,55.87,,39.41,55.96,20.7,23.28,2.5,,0.0,0,4.9,7.2,Industrials,,,Rental & Leasing Services,URI,-8.15,,1.0,1.1444,41.4
,2.0,2026-06-10T03:00:34.199434+00:00,,,,4.56,,,,13.77,0.68,,1.5,-1.5,SP500,56.25,2.5,True,False,False,US,,20.2,14.8,1.45,11.46,-4.9,-1.0,0.8233,21.76,,29.71,52.2,0.7,12.41,2.0,,1.0,0.5,4.4,4.6,Financial Services,,,Banks - Regional,USB,0.57,,1.0,0.9581,21.7
,-1.0,2026-06-10T03:00:34.199624+00:00,,,20.69,6.38,,,,38.47,1.41,,-3.5,2.0,SP500,53.75,1.5,False,False,False,US,,27.3,23.2,3.73,30.22,3.4,3.0,0.2431,41.29,,-41.09,-18.01,-9.41,-31.63,-3.5,,5.0,2.5,16.3,16.0,Healthcare,,,Health Information Services,VEEV,1.11,,-2.0,0.6308,34.13
,-5.5,2026-06-10T03:00:34.199727+00:00,,,12.01,11.86,,,,10.05,2.79,,-4.5,-1.5,SP500,33.75,-6.5,False,False,False,US,,3.6,60.1,1.07,9.7,44.3,0.5,0.3841,18.88,,-5.06,13.82,-5.17,2.33,-1.0,,-2.0,-1.0,4.1,3.5,Real Estate,,,REIT - Diversified,VICI,2.69,,-2.0,0.1921,16.38
,6.0,2026-06-10T03:00:34.199819+00:00,,,8.86,0.69,,,,15.15,-1.0,,5.0,-2.5,SP500,67.5,7.0,False,True,False,US,,-15.2,,3.09,17.87,11.4,6.6,-1.3703,42.7,,94.42,67.48,14.47,37.1,3.5,,2.0,1.0,-5.5,6.6,Energy,,,Oil & Gas Refining & Marketing,VLO,-1.18,,4.0,-0.1527,34.98
,-5.5,2026-06-10T03:00:34.199934+00:00,,,15.93,3.92,,,,24.59,1.92,,-5.0,-1.5,SP500,35.0,-6.0,False,False,False,US,,12.8,13.3,6.82,21.8,0.0,1.9,0.4831,20.31,,-17.13,-14.53,-14.0,-17.09,-4.0,,-1.0,-0.5,6.0,6.8,Industrials,,,Pollution & Treatment Controls,VLTO,1.7,,0.5,0.5447,20.34
,-2.5,2026-06-10T03:00:34.200032+00:00,,,17.5,5.08,,,,38.58,2.13,,-4.0,0,SP500,47.5,-1.0,True,False,False,US,,18.1,29.7,4.24,32.67,-34.3,-8.2,1.1419,27.87,,5.07,11.51,-9.27,-4.81,-2.0,,3.0,1.5,7.1,7.4,Basic Materials,,,Building Materials,VMC,1.8,,-2.0,0.8857,24.88
,-5.0,2026-06-10T03:00:34.200124+00:00,,,17.73,8.62,,,,24.84,-4.87,,-5.5,-2.5,SP500,38.75,-4.5,False,True,False,US,,-5.1,4.8,77.39,26.18,18.8,0.5,-0.3877,36.63,,-44.59,-29.05,-19.34,-22.5,-4.0,,1.0,0.5,6.6,3.9,Industrials,,,Consulting Services,VRSK,-5.13,,1.0,-0.13,31.01
,-2.0,2026-06-10T03:00:34.200213+00:00,,,24.05,16.75,,,,34.36,6.74,,-2.5,-2.0,SP500,46.25,-1.5,False,False,False,US,,5.1,11.4,,32.69,4.0,0.8,0.0117,28.93,,11.59,76.0,30.2,18.73,2.5,,1.0,0.5,6.4,6.6,Technology,,,Software - Infrastructure,VRSN,6.41,,-3.0,0.194,27.28
,2.0,2026-06-10T03:00:34.200303+00:00,,,50.96,11.2,,,,216.55,1.28,,6.0,4.0,SP500,45.0,-2.0,True,False,False,US,,168.8,135.7,30.49,80.56,-12.5,-8.0,2.419,60.02,,190.0,205.18,21.92,75.35,4.0,,-8.0,-4.0,27.7,30.1,Industrials,,,Electrical Equipment & Parts,VRT,0.48,,-2.0,2.4729,57.63
,3.0,2026-06-10T03:00:34.200448+00:00,,,21.77,8.88,,,,-191.68,0.23,,0.5,0,SP500,63.75,5.5,True,True,False,US,,-500.0,61.4,5.88,25.97,-13.4,-6.4,0.8225,30.32,,0.2,1.55,-7.83,5.26,-1.5,,5.0,2.5,8.9,7.8,Healthcare,,,Biotechnology,VRTX,-0.03,,2.0,0.7512,33.84
,-0.5,2026-06-10T03:00:34.200548+00:00,,,11.16,3.9,,,,9.51,-0.15,,1.5,-0.5,SP500,43.75,-2.5,False,True,False,US,,-64.5,,20.67,26.8,341.6,23.0,1.2542,50.65,,0.86,56.77,-3.31,-7.44,-0.5,,-4.0,-2.0,3.0,43.4,Utilities,,,Utilities - Independent Power Producers,VST,-0.42,,2.5,1.5462,48.65
,0.0,2026-06-10T03:00:34.20064+00:00,,,23.91,8.95,,,,483.23,2.3,,1.5,2.0,SP500,46.25,-1.5,True,False,False,US,,209.8,10.0,3.18,155.98,-20.4,5.8,0.3299,20.47,,37.41,91.7,-0.37,8.06,1.5,,-3.0,-1.5,18.5,21.9,Real Estate,,,REIT - Healthcare Facilities,VTR,0.74,,-2.0,-0.0181,17.98
,3.0,2026-06-10T03:00:34.200731+00:00,,,7.51,2.13,,,,,,,-1.0,0,SP500,67.5,7.0,True,False,False,US,,454.2,,1.26,,-151.9,-5.0,1.1958,36.07,,89.64,70.08,4.25,52.96,3.0,,8.0,4.0,-3.0,8.1,Healthcare,,,Drug Manufacturers - Specialty & Generic,VTRS,,,-4.0,0.945,32.26
,1.0,2026-06-10T03:00:34.200879+00:00,,,20.14,4.41,,,,40.87,3.78,,-1.5,-0.5,SP500,58.75,3.5,False,False,False,US,,10.8,12.8,4.0,36.89,79.2,-0.5,1.4149,29.4,,30.3,57.48,-0.82,25.49,2.0,,5.0,2.5,7.5,13.0,Industrials,,,Railroads,WAB,3.42,,-3.0,1.1236,23.4
,-2.5,2026-06-10T03:00:34.20097+00:00,,,36.25,10.91,,,,43.85,54.81,,-4.5,0,SP500,48.75,-0.5,True,False,False,US,,0.8,,8.53,43.5,-132.0,35.9,1.3289,46.25,,3.2,11.91,19.35,-7.82,-0.5,,4.0,2.0,7.0,91.4,Healthcare,,,Diagnostics & Research,WAT,54.38,,-4.0,0.9829,38.65
,-6.0,2026-06-10T03:00:34.201058+00:00,,,12.93,2.64,,,,,,,-5.0,-3.0,SP500,32.5,-7.0,False,True,False,US,,-106.4,,1.87,,500.0,-6.0,0.3299,11.05,,169.32,253.0,-5.12,13.28,2.0,,-2.0,-1.0,-5.1,-1.0,Communication Services,,,Entertainment,WBD,,,-4.0,0.8344,47.49
,-5.5,2026-06-10T03:00:34.20115+00:00,,,20.88,3.2,,,,51.11,1.61,,-3.0,2.5,SP500,30.0,-8.0,False,False,False,US,,31.7,248.0,4.32,38.81,53.1,0.4,-0.5677,54.16,,-46.22,-38.55,-2.98,-39.06,-3.0,,-5.0,-2.5,13.1,13.5,Technology,,,Software - Application,WDAY,1.22,,-2.5,0.4672,40.68
,3.0,2026-06-10T03:00:34.201238+00:00,,,46.23,15.42,,,,-74.13,0.22,,7.0,2.0,SP500,47.5,-1.0,False,True,False,US,,-333.2,482.9,25.4,31.79,74.0,10.6,2.8226,67.46,,915.17,811.51,96.77,225.22,4.0,,-8.0,-4.0,50.7,45.5,Technology,,,Computer Hardware,WDC,-0.1,,1.0,2.4765,63.43
,-3.5,2026-06-10T03:00:34.201327+00:00,,,15.03,5.86,,,,23.15,11.57,,-1.5,-1.0,SP500,36.25,-5.5,False,False,False,US,,2.0,7.9,2.67,22.7,153.9,35.4,0.0653,17.43,,8.87,51.59,-3.42,3.87,0.5,,-4.0,-2.0,14.0,9.0,Utilities,,,Utilities - Regulated Electric,WEC,11.35,,-1.0,-0.0093,14.91
,0.5,2026-06-10T03:00:34.201451+00:00,,,55.16,14.01,,,,99.48,-62.17,,1.5,2.0,SP500,48.75,-0.5,False,True,False,US,,-1.6,157.9,3.48,101.1,500.0,5.5,0.4333,23.49,,39.49,116.4,0.4,3.85,1.5,,-2.0,-1.0,35.8,38.3,Real Estate,,,REIT - Healthcare Facilities,WELL,-63.19,,-2.0,0.1471,20.49
,-2.0,2026-06-10T03:00:34.201542+00:00,,,,3.2,,,,12.72,1.55,,-4.5,-2.0,SP500,51.25,0.5,True,False,False,US,,8.2,15.1,1.44,11.76,-2.0,0.7,0.6466,29.42,,5.13,36.54,-6.65,-9.29,-1.5,,5.0,2.5,1.7,5.7,Financial Services,,,Banks - Diversified,WFC,1.43,,-1.0,0.9756,26.43
,-1.0,2026-06-10T03:00:34.20169+00:00,,,17.74,9.99,,,,38.25,2.16,,0.5,0.5,SP500,43.75,-2.5,False,False,False,US,,17.7,25.0,7.0,32.5,17.8,-5.3,0.047,22.65,,25.31,95.97,-3.41,20.87,2.0,,-3.0,-1.5,13.8,9.0,Energy,,,Oil & Gas Midstream,WMB,1.84,,-2.0,0.0765,22.9
,-5.0,2026-06-10T03:00:34.201781+00:00,,,22.6,1.4,,,,47.15,3.74,,-4.5,-1.5,SP500,36.25,-5.5,False,False,False,US,,12.6,19.4,9.51,41.87,18.8,,0.3337,27.06,,23.47,86.58,-6.08,7.25,1.0,,-1.0,-0.5,4.7,7.3,Consumer Defensive,,,Discount Stores,WMT,3.32,,-4.0,0.0453,23.41
,-7.0,2026-06-10T03:00:34.201871+00:00,,,9.58,1.66,,,,13.8,10.62,,-5.0,-1.5,SP500,27.5,-9.0,False,False,False,US,,1.3,26.0,2.46,13.62,14.6,-0.2,-0.04,21.59,,-10.74,30.17,-12.21,-10.37,-1.5,,-4.0,-2.0,6.9,4.0,Financial Services,,,Insurance - Property & Casualty,WRB,10.48,,-2.0,-0.0396,20.95
,2.0,2026-06-10T03:00:34.20196+00:00,,,15.18,3.18,,,,22.02,-6.67,,0.0,-3.0,SP500,60.0,4.0,True,True,False,US,,-3.3,4.3,11.73,22.77,-37.1,-23.4,1.3696,35.37,,26.81,49.97,2.52,13.5,2.0,,4.0,2.0,1.2,4.4,Consumer Cyclical,,,Specialty Retail,WSM,-6.9,,1.0,1.3787,33.88
,0.0,2026-06-10T03:00:34.202051+00:00,,,25.9,7.0,,,,41.93,209.65,,-1.0,0.5,SP500,52.5,1.0,False,False,False,US,,0.2,56.1,7.63,41.85,5.1,5.0,0.5605,38.09,,53.41,0.3,28.18,17.58,2.0,,2.0,1.0,6.3,21.0,Healthcare,,,Medical Instruments & Supplies,WST,209.25,,-3.5,0.8328,41.36
,-3.5,2026-06-10T03:00:34.202141+00:00,,,10.46,2.92,,,,-244.52,0.14,,-3.5,-2.0,SP500,41.25,-3.5,True,True,False,US,,-500.0,33.0,3.0,14.93,-59.6,-17.8,-0.1127,32.49,,-19.12,3.35,-16.86,-20.96,-3.5,,0.0,0,-2.2,8.5,Financial Services,,,Insurance Brokers,WTW,-0.01,,2.0,0.0609,27.23
,4.0,2026-06-10T03:00:34.202289+00:00,,,11.37,2.74,,,,19.0,-0.55,,0.5,-1.5,SP500,68.75,7.5,False,True,False,US,,-34.7,50.9,,29.09,20.4,-0.5,1.2574,31.98,,12.94,12.0,-1.58,-23.15,-1.5,,7.0,3.5,0.1,9.2,Consumer Cyclical,,,Resorts & Casinos,WYNN,-0.84,,3.5,1.1192,35.24
,-4.5,2026-06-10T03:00:34.202409+00:00,,,14.35,5.88,,,,23.8,5.67,,-3.0,-2.5,SP500,35.0,-6.0,True,False,False,US,,4.2,6.0,2.09,22.84,-1.9,12.9,0.2248,21.49,,17.7,58.93,-4.72,0.92,0.5,,-3.0,-1.5,9.1,2.9,Utilities,,,Utilities - Regulated Electric,XEL,5.44,,-1.0,0.0898,18.61
,-0.5,2026-06-10T03:00:34.202514+00:00,,,11.7,2.01,,,,21.14,-1.47,,0.0,-4.0,SP500,47.5,-1.0,True,True,True,US,,-14.4,-43.4,2.37,24.7,-35.7,3.9,-1.1153,30.48,,47.67,38.11,-4.06,27.71,2.5,,-1.0,-0.5,-4.5,2.6,Energy,,,Oil & Gas Integrated,XOM,-1.72,,1.5,-0.3903,24.35
,-6.5,2026-06-10T03:00:34.202632+00:00,,,14.37,3.02,,,,29.43,3.92,,-8.0,-2.0,SP500,37.5,-5.0,True,False,False,US,,7.5,14.5,2.32,27.38,-42.4,-11.3,0.9929,25.71,,-12.27,-18.94,-15.3,-21.37,-4.0,,3.0,1.5,5.5,2.7,Industrials,,,Specialty Industrial Machinery,XYL,3.65,,-2.0,0.911,24.25
,-3.5,2026-06-10T03:00:34.202725+00:00,,,28.58,1.84,,,,25.21,-0.46,,0.5,-2.5,SP500,31.25,-7.5,True,True,False,US,,-54.9,,2.02,55.9,-366.7,-3.1,1.8793,53.38,,19.61,13.41,15.36,15.54,1.5,,-8.0,-4.0,0.3,4.9,Technology,,,Software - Infrastructure,XYZ,-1.02,,1.5,2.0688,46.28
,-2.5,2026-06-10T03:00:34.202815+00:00,,,17.98,6.34,,,,25.71,5.25,,-1.0,0.5,SP500,40.0,-4.0,True,False,False,US,,4.9,72.2,,24.51,-19.3,-18.1,0.3287,21.45,,6.16,15.77,-7.46,1.02,-0.5,,-3.0,-1.5,8.8,15.2,Consumer Cyclical,,,Restaurants,YUM,5.0,,-1.0,0.1774,21.61
,-4.0,2026-06-10T03:00:34.202901+00:00,,,,,,,,,,,-4.0,0,SP500,40.0,-4.0,False,False,False,US,,,,,,,,,,,,,,,0,,0.0,0,,,,,,,ZBH,,,-4.0,,
,-2.0,2026-06-10T03:00:34.202993+00:00,,,14.18,2.6,,,,23.77,-1.15,,-2.0,-1.0,SP500,45.0,-2.0,False,True,False,US,,-20.6,3.8,3.46,29.94,92.9,1.4,1.2248,43.13,,-15.25,-21.78,10.71,-1.35,-2.0,,0.0,0,8.3,14.3,Technology,,,Communication Equipment,ZBRA,-1.45,,1.0,1.6643,41.15
1.5,-1.0,2026-06-10T03:00:34.622425+00:00,0.69,0.14,12.946,2.78,0.32,0.09,-1.0,22.25,0.77,,2.5,0.5,NIFTY200,38.75,-4.5,False,False,False,IN,,29.0,33.4,7.9104,28.7,5.12,17.91,1.6877,3.01,,50.96,,-11.96,25.45,1.0,,-7.0,-3.5,14.0,8.52,Capital Goods,,,Commercial Vehicles,ASHOKLEY.NS,0.99,,1.0,1.6509,2.09
1.5,3.5,2026-06-10T03:00:34.622735+00:00,-0.6,-0.08,28.308,7.909,0.12,-0.14,3.5,31.76,1.67,,1.5,3.0,NIFTY200,63.75,5.5,True,False,False,IN,,19.0,45.62,10.2926,37.8,-3.72,-2.22,0.6188,2.01,,-9.63,,-4.04,-12.87,-1.5,,4.0,2.0,17.0,30.14,Financial Services,,,Other Financial Services,CRISIL.NS,1.99,,0.0,0.6612,1.9
1.5,2.0,2026-06-10T03:00:34.622753+00:00,-0.94,0.44,,4.227,3.7,-0.37,2.0,5.22,0.23,,4.5,0.5,NIFTY200,48.75,-0.5,False,False,False,IN,,23.0,28.06,1.0889,6.42,5.68,,1.4609,2.44,,46.79,,-7.22,12.05,1.0,,-5.0,-2.5,6.0,,Financial Services,,,Public Sector Bank,CANBK.NS,0.28,,3.0,1.4069,1.81
0.5,-1.5,2026-06-10T03:00:34.622773+00:00,1.44,0.27,,24.712,-0.87,-0.29,-1.5,23.19,1.22,,1.5,1.5,NIFTY200,38.75,-4.5,False,False,False,IN,,19.0,18.31,5.0884,27.6,11.21,,1.4714,2.6,,1.43,,-4.49,-9.47,-1.0,,-6.0,-3.0,23.0,,Financial Services,,,Non Banking Financial Company (NBFC),CHOLAFIN.NS,1.45,,1.0,1.3975,1.98
-1.0,-0.5,2026-06-10T03:00:34.622446+00:00,6.32,1.73,44.646,6.816,-5.67,-0.71,-0.5,84.29,-42.14,,-1.0,-2.5,NIFTY200,50.0,0.0,True,True,True,IN,,-2.0,-1.66,11.1165,82.6,-20.0,-2.22,0.7241,2.15,,12.66,,12.96,9.36,1.5,,1.0,0.5,7.0,3.45,Capital Goods,,,Plastic Products - Industrial,ASTRAL.NS,-41.3,,0.0,0.855,1.88
-2.5,-3.5,2026-06-10T03:00:34.622465+00:00,0.1,0.02,,13.575,6.82,-0.22,-3.5,12.11,-1.21,,0.5,-2.0,NIFTY200,31.25,-7.5,True,True,False,IN,,-10.0,14.7,2.5398,10.9,-79.01,,1.709,4.36,,36.46,,-6.68,-19.71,-0.5,,-8.0,-4.0,-16.0,,Financial Services,,,Non Banking Financial Company (NBFC),AIIL.NS,-1.09,,3.0,1.6086,3.1
1.0,0.0,2026-06-10T03:00:34.622483+00:00,0.76,-0.19,63.483,4.479,-0.25,-0.02,0.0,100.0,20.0,,-3.0,0.0,NIFTY200,57.5,3.0,False,False,True,IN,,5.0,-2.13,12.6286,105.0,24.96,8.55,0.5645,1.96,,-1.23,,21.22,5.45,1.0,,6.0,3.0,15.0,16.85,Consumer Services,,,Diversified Retail,DMART.NS,21.0,,-4.0,0.6341,1.57
-0.5,4.5,2026-06-10T03:00:34.622502+00:00,2.48,0.7,,8.353,-1.9,-0.54,4.5,17.2,-2.46,,3.5,-2.0,NIFTY200,63.75,5.5,False,True,True,IN,,-7.0,-1.59,2.0487,16.0,26.82,,1.1955,2.14,,13.25,,8.58,9.98,1.5,,2.0,1.0,5.0,,Financial Services,,,Private Sector Bank,AXISBANK.NS,-2.29,,4.0,1.1287,1.48
7.0,3.5,2026-06-10T03:00:34.62252+00:00,12.76,1.35,39.688,31.53,2.64,1.97,3.5,27.81,0.21,,7.5,4.0,NIFTY200,48.75,-0.5,False,False,False,IN,,133.0,361.68,22.2315,64.8,7.18,16.48,1.4301,2.94,,59.71,,28.32,39.23,3.0,,-8.0,-4.0,51.0,57.14,Financial Services,,,Exchange and Data Platform,BSE.NS,0.49,,0.5,1.4942,2.69
,,2026-06-10T03:00:34.622542+00:00,0.57,0.85,,44.071,-0.17,0.03,,,,,,,NIFTY200,,,False,False,False,IN,,,,3.5241,,,,0.9459,1.89,,-32.43,,1.18,-18.89,-2.0,,6.0,3.0,,,Financial Services,,,Housing Finance Company,BAJAJHFL.NS,,,,0.9219,1.4
